,type,amount
7307,exchange,63128
7308,sale_full,51423
7309,exchange,56593
7310,exchange,74131
7311,exchange,52887
7312,exchange,79206
7313,sale_partial,14587
7314,sale_full,13004
7315,exchange,98546
7316,exchange,94910
7317,sale_full,74862
7318,exchange,97769
7319,exchange,82602
7320,sale_full,53201
7321,exchange,104160
7322,exchange,157803
7323,exchange,96907
7324,exchange,72042
7325,sale_full,19644
7326,sale_full,38224
7327,exchange,173742
7328,exchange,100931
7329,sale_full,36855
7330,sale_full,31107
7331,sale_partial,8900
7332,sale_full,13976
7333,exchange,174851
7334,exchange,213252
7335,exchange,54273
7336,exchange,68669
7337,sale_full,43168
7338,sale_full,141397
7339,sale_full,80156
7340,sale_full,14500
7341,sale_full,20076
7342,exchange,181124
7343,exchange,219962
7344,sale_partial,30293
7345,sale_full,31348
7346,sale_full,51875
7347,exchange,80041
7348,exchange,75048
7349,sale_full,8746
7350,sale_full,15042
7351,sale_full,38884
7352,exchange,32399
7353,exchange,35077
7354,sale_full,41397
7355,sale_full,48693
7356,sale_full,5175
7357,sale_partial,9167
7358,sale_partial,12449
7359,purchase,5030
7360,purchase,3225
7361,purchase,13630
7362,sale_partial,14620
7363,purchase,25290
7364,sale_full,80131
7365,purchase,39302
7366,purchase,1834
7367,purchase,11195
7368,sale_partial,7383
7369,purchase,12738
7370,sale_partial,90789
7371,sale_partial,6417
7372,purchase,9988
7373,sale_full,1140
7374,sale_partial,10815
7375,purchase,9473
7376,purchase,8421
7377,purchase,10661
7378,purchase,12692
7379,purchase,10154
7380,purchase,9816
7381,purchase,2003
7382,sale_full,9988
7383,sale_partial,10058
7384,sale_partial,8814
7385,purchase,14356
7395,sale_partial,17027
7396,sale_full,6438
7397,purchase,11143
7398,sale_full,5052
7399,sale_full,24606
7400,purchase,25486
7401,sale_full,9655
7402,purchase,43216
7403,purchase,1033
7404,sale_full,6541
7405,sale_full,3188
7406,purchase,13583
7407,sale_full,6412
7408,sale_full,15221
7409,sale_full,14364
7410,purchase,6266
7411,sale_full,9740
7412,sale_full,18604
7413,purchase,1229
7414,sale_full,12481
7415,sale_full,6494
7416,sale_full,2764
7417,sale_full,14406
7418,purchase,13640
7419,sale_full,15903
7420,sale_full,4698
7421,sale_full,1181
7422,purchase,288
7423,sale_partial,239
7424,purchase,1899
7425,sale_partial,10893
7426,purchase,1246
7432,purchase,9821
7433,purchase,14117
7434,purchase,9140
7435,purchase,1184
7436,purchase,5000
7437,purchase,10501
7438,purchase,8931
7439,purchase,11664
7440,purchase,1013
7441,purchase,6366
7442,purchase,3290
7443,purchase,3190
7444,sale_partial,11920
7445,purchase,7529
7446,purchase,13614
7447,sale_partial,5071
7448,purchase,10695
7449,purchase,14284
7450,purchase,9794
7451,purchase,1793
7452,sale_partial,9929
7453,purchase,5016
7454,sale_partial,6643
7455,sale_partial,4922
8013,sale_partial,5693
8014,sale_partial,2764
8015,purchase,150898
8016,purchase,23010
8017,sale_full,64435
8018,sale_partial,10134
8019,purchase,5355
8020,sale_partial,4070
8021,sale_full,1020
8022,purchase,6138
8023,purchase,8357
8024,sale_partial,4248
8025,purchase,12900
8026,sale_partial,5961
8027,purchase,7460
8028,purchase,10881
8029,sale_partial,5742
8030,sale_partial,10685
8031,sale_partial,6908
8032,purchase,9376
8033,purchase,13131
8034,purchase,5945
8035,purchase,14958
8036,sale_full,3790
8037,sale_partial,7075
8038,sale_partial,11370
8039,sale_partial,134
8040,sale_partial,534
8041,sale_partial,665
8042,sale_partial,955
8043,sale_partial,11519
8044,sale_partial,6094
8045,sale_partial,14042
8046,sale_partial,1534
8047,sale_partial,10031
8048,purchase,36418
8049,purchase,9108
8050,sale_partial,12816
8051,purchase,1413
8052,purchase,8830
8053,purchase,5127
8054,purchase,6759
8055,sale_partial,8142
8056,sale_partial,4637
8057,purchase,3105
8058,sale_partial,10762
8059,sale_partial,2713
8060,sale_partial,7084
8061,purchase,3083
8062,sale_partial,11307
8063,purchase,9441
8064,purchase,39402
8065,purchase,5334
8066,purchase,12469
8067,sale_full,14079
8068,sale_full,5917
8069,purchase,3724
8070,purchase,36451
8071,purchase,10380
8072,purchase,1133
8073,sale_full,6725
8074,sale_partial,3913
8075,sale_partial,5392
8076,purchase,8877
8077,purchase,5604
8078,sale_partial,1297
8079,purchase,7431
8080,sale_partial,2002
8081,sale_partial,35206
8082,sale_full,7484
8083,sale_partial,3226
8084,purchase,2448
8085,sale_full,8578
8086,sale_partial,2582
8087,purchase,9063
8088,purchase,7369
8089,purchase,185928
8090,purchase,9021
8091,purchase,14564
8092,sale_full,5877
8093,purchase,11707
8094,sale_full,14687
8095,sale_partial,11273
8096,sale_full,10369
8097,purchase,9033
8098,purchase,13660
8099,sale_full,13469
8129,sale_full,46826
8130,purchase,5480
8131,sale_full,14094
8132,sale_full,8577
8133,purchase,3301
8134,purchase,1830
8135,purchase,14491
8136,purchase,5188
8137,sale_full,9078
8138,sale_full,12530
8139,sale_full,9457
8140,sale_full,6354
8141,sale_full,12266
8142,purchase,42983
8143,purchase,11913
8144,purchase,10386
8145,purchase,2261
8146,purchase,21595
8147,purchase,5709
8148,purchase,13234
8149,sale_full,14302
8150,purchase,9424
8151,purchase,12028
8152,purchase,6002
8153,purchase,2919
8154,sale_full,26099
8155,sale_full,21924
8156,purchase,5562
8157,sale_full,2667
8158,sale_full,1041
8159,sale_full,2380
8160,sale_full,9750
8161,sale_full,2188
8162,sale_full,7722
8163,purchase,14045
8164,purchase,4868
8165,purchase,4422
8166,purchase,11749
8167,purchase,1225
8168,purchase,9758
8191,purchase,5542
8195,sale_full,2279
8196,sale_full,1273
8197,sale_partial,7094
8198,sale_partial,2183
8199,sale_partial,365
8200,sale_partial,13340
8201,sale_partial,276
8202,sale_partial,145
8203,sale_partial,827
8204,sale_partial,457
8205,sale_partial,212
8206,sale_partial,223
8207,sale_full,4265
8208,purchase,1409
8209,purchase,4333
8210,purchase,6746
8211,purchase,8229
8212,purchase,6973
8213,purchase,4352
8214,purchase,3446
8215,purchase,8885
8218,sale_full,67621
8219,sale_full,156894
8313,purchase,92612
8314,purchase,92273
8315,purchase,84925
8316,purchase,63580
8317,purchase,38336
8318,purchase,83109
8319,purchase,33531
8320,purchase,78683
8321,purchase,37491
8322,purchase,98105
8323,purchase,98810
8324,purchase,58533
8325,purchase,78175
8326,purchase,4716
8347,sale_full,873
8348,purchase,11300
8360,sale_full,250341
8363,purchase,204946
8364,sale_partial,7675
8365,sale_full,2898
8534,purchase,2462
8535,purchase,8563
8536,purchase,13159
8537,purchase,1832
8538,sale_full,5029
8539,purchase,5261
8540,purchase,6572
8541,purchase,4056
8542,purchase,11322
8543,purchase,3151
8544,purchase,5856
8545,purchase,7772
8546,sale_full,4582
8547,exchange,131425
8548,exchange,419557
8549,purchase,9010
8550,purchase,1159
8551,purchase,8789
8552,purchase,14745
8553,purchase,10110
8554,sale_full,13364
8555,exchange,86421
8556,exchange,40409
8557,exchange,39114
8558,exchange,52316
8559,exchange,44063
8560,exchange,19498
8561,exchange,66796
8562,exchange,91485
8563,exchange,93436
8564,exchange,28247
8565,purchase,5962
8566,purchase,11376
8567,purchase,13542
8568,purchase,3860
8569,purchase,9970
8570,purchase,7986
8571,purchase,6168
8572,purchase,1146
8573,purchase,4088
8574,purchase,12054
8575,purchase,12740
8576,sale_full,8473
8577,purchase,5734
8578,purchase,5232
8579,purchase,11313
8580,purchase,14831
8581,purchase,1045
8582,purchase,7522
8583,purchase,14483
8584,purchase,10157
8585,purchase,14817
8586,purchase,5936
8587,purchase,7303
8588,purchase,1925
8589,purchase,1896
8590,sale_full,14098
8591,sale_partial,14803
8592,sale_full,1279
8593,sale_full,12267
8594,purchase,11242
8595,purchase,14505
8627,purchase,3097
8628,sale_full,20837
8629,sale_full,27162
8630,purchase,2444
8631,purchase,11199
8632,purchase,7936
8633,purchase,7247
8634,purchase,11837
8635,purchase,13696
8636,purchase,14671
8637,purchase,12658
8638,sale_partial,3369
8639,purchase,1492
8640,purchase,14251
8641,sale_partial,10762
8642,purchase,4444
8643,sale_full,10290
8644,sale_partial,6090
8645,sale_partial,10688
8646,purchase,1154
8647,purchase,2692
8648,sale_partial,10836
8649,purchase,6886
8650,sale_partial,169599
8651,sale_partial,164476
8652,sale_partial,423392
8653,purchase,1301
8654,sale_partial,2882
8655,purchase,6752
8656,sale_full,9738
8657,purchase,11857
8658,purchase,10889
8659,sale_full,7799
8660,sale_full,12478
8661,purchase,9500
8662,purchase,9895
8663,sale_full,12857
8664,sale_full,4771
8665,sale_full,83413
8666,sale_full,40030
8667,sale_full,13887
8668,sale_full,9419
8669,sale_full,5487
8670,sale_full,7382
8671,sale_full,10386
8672,sale_full,7245
8673,sale_full,1040
8674,sale_full,1673
8675,sale_full,13706
8676,sale_full,6647
8677,sale_full,4198
8678,sale_full,13953
8679,sale_full,14204
8680,sale_full,8521
8681,sale_full,97835
8682,purchase,4671
8683,purchase,12328
8684,purchase,6419
8685,purchase,4357
8686,purchase,11115
8687,purchase,9478
8688,purchase,4104
8689,purchase,30098
8690,purchase,19143
8712,sale_partial,21369
8719,sale_partial,47488
8720,purchase,13457
8721,sale_partial,32667
8722,exchange,3951
8723,sale_full,13695
8724,sale_partial,14517
8727,sale_partial,7630
8728,purchase,12766
8729,purchase,7215
8730,purchase,12263
8734,sale_partial,9118
8735,purchase,7658
8736,purchase,3028
8738,sale_partial,14924
8741,purchase,10708
8748,purchase,5605
8749,sale_partial,12614
8750,purchase,14548
8751,purchase,11267
8752,purchase,9671
8753,purchase,10602
8754,sale_full,9399
8759,purchase,12576
8761,purchase,14332
8762,purchase,3994
8763,purchase,13744
8764,purchase,1352
8771,sale_partial,8623
8772,sale_full,6407
8773,purchase,13523
8774,sale_full,6731
8776,sale_full,6186
8777,sale_full,7020
8778,sale_full,12180
8779,purchase,4590
8780,sale_partial,11894
8781,purchase,42179
8783,sale_full,23323
8791,sale_partial,7734
8792,purchase,6630
8793,sale_full,10288
8794,sale_partial,12324
8799,purchase,12796
8800,purchase,1024
8803,purchase,49618
8805,purchase,11999
8810,purchase,4293
8816,purchase,6800
8817,purchase,7519
8818,sale_full,5647
8819,sale_full,4782
8820,sale_full,4322
8821,sale_full,3056
8822,sale_full,5722
8823,sale_full,7757
8824,sale_full,5178
8825,sale_full,8771
8826,purchase,3714
8827,purchase,4832
8828,purchase,2475
8829,purchase,3158
8830,purchase,4023
8831,purchase,8157
8832,purchase,14583
8833,purchase,1367
8834,sale_full,8836
8835,sale_full,7369
8836,purchase,14216
8837,purchase,1531
8838,sale_full,6991
8839,sale_full,4564
8840,sale_full,8793
8841,sale_full,11491
8842,sale_full,2666
8843,sale_full,8916
8844,sale_full,6663
8845,sale_full,5052
8846,sale_full,2220
8847,sale_full,13156
8848,sale_full,8962
8849,sale_full,2885
8850,sale_full,12887
8851,sale_full,11754
8852,sale_full,6548
8853,sale_full,6101
8854,purchase,9099
8855,purchase,4726
8856,sale_full,6522
8857,sale_full,9585
8858,purchase,9835
8859,purchase,9067
8860,sale_full,13341
8861,sale_full,2582
8862,purchase,9827
8863,purchase,12491
8864,purchase,9749
8865,purchase,14356
8866,sale_full,12666
8867,sale_full,9457
8868,sale_partial,9431
8869,sale_full,8597
8870,sale_partial,10797
8871,sale_partial,5069
8872,purchase,3670
8873,sale_partial,13671
8874,sale_full,3767
8875,purchase,5791
8876,sale_partial,10673
8877,sale_partial,2346
8878,sale_full,8468
8879,purchase,14755
8880,purchase,9555
8881,purchase,10219
8882,purchase,1854
8883,sale_partial,129503
8884,purchase,42771
8885,purchase,39387
8886,purchase,99895
8887,purchase,190898
8888,purchase,10763
8889,sale_partial,86295
8890,sale_partial,14977
8891,purchase,1710
8892,sale_full,6142
8893,purchase,757
8894,sale_full,4388
8895,purchase,3071
8896,purchase,44513
8897,purchase,5450
8898,sale_full,23749
8899,purchase,31138
8900,purchase,10496
8901,sale_full,6744
8902,purchase,6924
8903,sale_partial,11187
8904,sale_full,8777
8905,purchase,8679
8906,purchase,14311
8907,sale_partial,7988
8908,purchase,9452
8909,sale_full,10423
8910,purchase,5401
8911,sale_partial,12273
8912,purchase,6436
8913,purchase,3085
8958,sale_full,973364
8964,purchase,48427
8968,purchase,13027
9032,sale_full,20770
9033,sale_full,794
9034,sale_full,11580
9035,sale_full,12921
9036,sale_full,6038
9037,sale_full,14696
9038,sale_full,2865
9039,sale_partial,62207
9040,purchase,102440
9041,sale_partial,112447
9042,purchase,189972
9043,purchase,17392
9044,sale_full,12034
9045,sale_full,19176
9046,sale_full,8569
9047,purchase,6848
9048,sale_full,2984
9049,sale_full,7560
9050,sale_full,14764
9051,purchase,7266
9052,purchase,9598
9053,sale_full,14956
9054,sale_full,2607
9055,sale_full,45837
9056,purchase,6848
9057,purchase,10571
9058,purchase,11879
9059,purchase,10305
9060,sale_partial,1434
9061,sale_partial,7890
9062,sale_full,27748
9063,purchase,2910
9064,purchase,10977
9065,purchase,8249
9066,sale_partial,6081
9067,sale_partial,9969
9068,purchase,3567
9069,sale_partial,13938
9070,sale_full,5169
9071,sale_partial,8497
9072,purchase,35389
9073,purchase,43559
9074,sale_partial,5738
9075,purchase,13852
9076,purchase,12860
9077,purchase,14562
9078,purchase,12262
9079,sale_partial,12969
9080,sale_partial,8759
9081,sale_partial,1020
9082,purchase,4384
9083,sale_partial,8877
9084,sale_partial,13033
9085,sale_partial,11272
9086,purchase,801841
9087,purchase,6342
9088,sale_partial,12707
9089,sale_partial,6681
9090,sale_partial,6165
9091,sale_partial,6629
9092,sale_partial,4669
9093,sale_partial,3558
9094,purchase,919061
9095,sale_full,382012
9096,purchase,45567
9097,purchase,2829
9098,purchase,863743
9099,purchase,1662
9100,sale_full,786797
9101,purchase,845808
9102,purchase,144556
9103,purchase,99658
9104,purchase,44229
9105,sale_partial,90819
9106,purchase,63849
9107,sale_full,54018
9108,purchase,2536
9109,purchase,4991
9110,purchase,25064
9111,purchase,25738
9112,purchase,10136
9113,purchase,9899
9114,purchase,9585
9115,purchase,7847
9116,purchase,3222
9117,sale_partial,48296
9118,sale_full,17719
9119,sale_full,177008
9120,purchase,73407
9121,sale_partial,42341
9122,sale_full,27609
9123,sale_partial,93450
9124,sale_full,88245
9125,sale_partial,53082
9126,sale_partial,86416
9127,purchase,24981
9128,purchase,68983
9129,purchase,25525
9130,purchase,45234
9131,purchase,35258
9132,purchase,20836
9133,sale_full,16177
9134,purchase,45098
9135,purchase,676013
9137,sale_full,804058
9138,purchase,977271
9140,purchase,35850
9141,purchase,2055
9142,purchase,2758
9143,purchase,14826
9144,purchase,790
9145,sale_full,12701
9146,sale_full,2022
9147,purchase,20743
9148,purchase,24603
9149,purchase,41160
9150,purchase,29204
9151,sale_full,7773
9152,purchase,43675
9153,sale_partial,41789
9154,sale_partial,41179
9155,sale_partial,23196
9156,purchase,17593
9157,sale_partial,37119
9158,sale_partial,25088
9159,purchase,28876
9160,sale_partial,31042
9161,sale_partial,55041
9162,purchase,41282
9163,purchase,26516
9164,sale_partial,18756
9165,sale_partial,35550
9166,purchase,36652
9167,sale_partial,19686
9168,purchase,30481
9169,purchase,43965
9170,purchase,45631
9171,sale_partial,86340
9172,purchase,45523
9173,purchase,42841
9174,purchase,43330
9175,purchase,32266
9176,purchase,56396
9177,purchase,6429
9178,purchase,3349
9179,purchase,48002
9180,purchase,24034
9181,sale_full,54532
9182,purchase,11562
9183,purchase,14810
9184,purchase,13336
9185,sale_full,177751
9186,purchase,25165
9187,purchase,38519
9188,sale_full,110614
9189,purchase,17939
9190,purchase,21849
9191,purchase,32450
9192,purchase,7113
9193,purchase,4441
9194,purchase,13823
9195,purchase,7641
9196,purchase,10129
9197,purchase,6166
9198,purchase,5501
9199,purchase,5481
9243,purchase,7234
9244,sale_full,31963
9245,purchase,13410
9246,purchase,85007
9247,sale_full,14354
9248,sale_full,22350
9249,purchase,28073
9250,sale_partial,8035
9251,sale_partial,4787
9252,sale_partial,3529
9253,sale_partial,10067
9254,sale_partial,11872
9255,sale_partial,978
9256,sale_partial,494
9257,sale_partial,432
9258,sale_partial,496
9259,sale_partial,598
9260,sale_partial,553
9261,sale_partial,374
9274,purchase,9833
9275,sale_full,7034
9276,sale_full,25059
9277,sale_full,5269
9278,purchase,10260
9279,purchase,3581
9280,purchase,4234
9281,sale_full,19969
9282,sale_full,1043
9283,sale_full,5149
9284,sale_full,6409
9467,purchase,12111
9468,sale_partial,11295
9469,purchase,1573
9470,sale_partial,2487
9471,sale_partial,3349
9472,purchase,14484
9473,purchase,14731
9474,purchase,1988
9475,sale_full,13613
9476,purchase,44453
9477,purchase,1465
9478,sale_partial,9652
9479,sale_partial,4314
9480,sale_partial,2454
9481,sale_partial,11030
9482,purchase,8862
9483,sale_partial,12104
9484,sale_full,2321
9485,sale_partial,5948
9486,purchase,11469
9487,purchase,3663
9488,sale_partial,38401
9489,purchase,9511
9490,sale_partial,10548
9491,purchase,1531
9493,purchase,18056
9494,purchase,8274
9495,purchase,519723
9496,purchase,43597
9497,sale_full,12886
9498,sale_full,11756
9499,purchase,18903
9500,sale_full,48660
9501,sale_full,10437
9502,sale_full,11325
9503,purchase,44086
9504,purchase,49231
9505,purchase,45202
9506,purchase,35538
9507,sale_full,21379
9508,purchase,37744
9509,purchase,27659
9510,purchase,41203
9511,sale_full,7054
9512,sale_full,2453
9513,purchase,21424
9514,purchase,39187
9515,purchase,35952
9516,purchase,34326
9517,sale_full,4339
9518,purchase,45995
9519,sale_full,19208
9520,sale_full,49985
9521,purchase,40919
9522,purchase,31989
9523,purchase,25062
9524,sale_full,13352
9525,purchase,12709
9526,purchase,4484
9527,purchase,10862
9528,sale_partial,10140
9529,sale_partial,10053
9530,sale_partial,13350
9531,sale_full,9542
9532,sale_partial,9706
9533,purchase,8602
9534,sale_full,11336
9535,sale_partial,1920
9536,sale_full,11872
9537,sale_partial,5113
9538,sale_partial,7356
9539,sale_full,3052
9540,purchase,11399
9541,purchase,11604
9542,sale_partial,7675
9543,sale_partial,3658
9544,sale_partial,7786
9545,sale_partial,2389
9546,purchase,5936
9547,sale_partial,5562
9548,sale_partial,7977
9549,sale_full,4883
9550,sale_partial,1250
9551,purchase,5874
9552,purchase,10637
9553,purchase,9951
9554,sale_partial,11211
9555,sale_partial,2489
9556,sale_partial,12229
9557,purchase,2309
9558,sale_partial,11436
9559,sale_partial,6460
9560,sale_full,12182
9561,sale_partial,7055
9562,sale_partial,4726
9563,purchase,14383
9564,sale_partial,1577
9565,sale_partial,4065
9567,sale_full,27059
9568,sale_full,2446
9569,sale_full,40984
9662,sale_partial,8400
9664,sale_full,145001
9665,sale_full,97235
9666,purchase,27648
9667,purchase,10623
9668,sale_full,236641
9669,sale_full,67772
9670,purchase,14871
9671,purchase,11892
9672,purchase,6881
9673,purchase,7619
9674,purchase,44098
9675,purchase,34689
9676,purchase,5284
9677,purchase,13900
9678,purchase,6726
9679,purchase,2902
9680,purchase,42220
9681,purchase,10259
9682,purchase,20668
9683,purchase,23559
9684,purchase,11609
9685,purchase,7164
9686,purchase,13516
9687,purchase,22905
9688,purchase,6061
9689,purchase,14267
9690,purchase,25568
9691,purchase,24591
9692,purchase,16888
9693,purchase,11238
9694,sale_full,22660
9695,purchase,12243
9696,purchase,39137
9697,purchase,10944
9698,purchase,19013
9699,purchase,10374
9700,purchase,6827
9701,sale_full,10056
9702,sale_full,13571
9705,sale_full,13242
9711,sale_full,34489
9714,purchase,4297
9724,purchase,8980
9725,purchase,5317
9726,exchange,1433
9727,exchange,2144
9728,exchange,36082
9729,purchase,1889
9730,purchase,8256
9731,sale_full,1699
9732,sale_full,13289
9733,sale_partial,7657
9734,sale_full,9016
9735,sale_full,1215
9736,purchase,4140
9737,purchase,5066
9738,purchase,2260
9739,purchase,9846
9740,sale_full,9899
9741,sale_full,5215
9742,purchase,12935
9743,purchase,1926
9744,sale_full,10934
9745,sale_full,1350
9746,sale_full,14667
9747,sale_full,8602
9748,purchase,11052
9749,purchase,9242
9750,sale_full,7798
9751,sale_full,10746
9752,purchase,1044
9753,purchase,6560
9754,sale_full,6260
9755,sale_full,14706
9756,purchase,2520
9757,purchase,13272
9758,sale_full,2897
9759,sale_full,7689
9760,purchase,8810
9761,purchase,14076
9762,sale_full,4553
9763,sale_full,5806
9764,purchase,2065
9765,purchase,11165
9766,sale_full,14368
9767,sale_full,3125
9768,purchase,10060
9769,purchase,14308
9770,sale_full,1802
9771,sale_full,3834
9772,sale_full,2396
9773,sale_full,2267
9774,purchase,1540
9775,purchase,12718
9776,purchase,8363
9777,purchase,5119
9778,purchase,2553
9779,purchase,11789
9780,purchase,8631
9781,purchase,8182
9782,purchase,3664
9783,purchase,8997
9784,purchase,11653
9785,purchase,13355
9786,sale_full,4028
9787,sale_full,1423
9788,sale_full,14667
9789,sale_full,5347
9790,purchase,7377
9791,purchase,5346
9792,purchase,2428
9793,purchase,6690
9794,sale_full,3462
9795,sale_full,13420
9796,sale_full,8136
9797,sale_full,4555
9798,sale_full,7928
9799,sale_full,7175
9800,sale_full,2201
9801,sale_full,4199
9802,sale_full,11703
9803,purchase,1331
9804,purchase,6595
9805,sale_partial,9784
9806,purchase,12503
9807,sale_full,3535
9808,sale_partial,2433
9809,sale_full,8592
9810,purchase,2352
9811,purchase,13906
9812,purchase,3961
9813,sale_partial,8324
9814,sale_partial,14515
9815,purchase,2806
9816,sale_full,9550
9817,purchase,14049
9818,purchase,2431
9819,sale_full,11813
9820,purchase,1666
9821,purchase,4390
9822,purchase,3997
9823,sale_full,2069
9824,purchase,10967
9825,purchase,1153
9826,purchase,1154
9827,sale_full,14225
9828,purchase,2943
10059,purchase,36103
10060,purchase,4280
10061,sale_partial,8221
10062,purchase,36353
10063,sale_partial,13304
10064,purchase,8679
10065,purchase,2023
10067,purchase,25609
10068,purchase,4755
10069,purchase,11562
10070,purchase,4051
10071,purchase,12774
10072,sale_partial,6286
10073,purchase,5693
10074,sale_partial,3837
10075,sale_partial,13878
10076,sale_full,11161
10077,purchase,64291
10078,purchase,18672
10079,purchase,3280
10080,purchase,1172
10081,sale_partial,14520
10082,sale_partial,13679
10083,sale_full,5177
10084,sale_partial,3856
10085,purchase,7485
10086,purchase,7085
10087,purchase,1823
10088,purchase,41360
10089,purchase,37037
10090,purchase,24344
10091,purchase,36400
10092,purchase,14201
10093,purchase,47695
10094,purchase,67992
10095,purchase,28990
10096,purchase,10860
10097,purchase,1855
10098,exchange,8812
10099,sale_partial,58575
10100,sale_partial,88823
10101,purchase,135888
10102,purchase,29395
10103,purchase,8032
10106,sale_full,14932
10107,sale_full,12565
10108,sale_full,4761
10109,sale_full,13576
10110,sale_full,33467
10111,sale_full,4898
10112,sale_full,2325
10113,sale_full,4638
10114,sale_full,12238
10115,sale_full,11536
10116,purchase,49548
10117,purchase,1131
10118,purchase,15040
10119,purchase,46880
10120,sale_full,7891
10121,sale_full,1090
10122,sale_full,6477
10123,sale_full,12555
10124,sale_full,13152
10125,sale_full,3166
10126,purchase,6728
10127,purchase,2234
10128,sale_full,9127
10129,purchase,3833
10130,purchase,6260
10131,purchase,2148
10132,purchase,9229
10133,sale_full,12256
10134,sale_full,1711
10135,sale_full,4832
10136,sale_full,3692
10137,sale_full,2097
10138,sale_full,2587
10139,purchase,3052
10140,purchase,10234
10141,purchase,34288
10142,purchase,13133
10143,sale_full,12099
10144,sale_full,13088
10145,sale_full,14966
10146,sale_full,7164
10147,sale_full,1054
10148,sale_full,13179
10149,purchase,25090
10150,sale_full,1324
10151,sale_full,2075
10152,sale_full,14269
10153,sale_full,14193
10154,sale_full,9039
10155,purchase,8736
10156,sale_full,2809
10157,purchase,10518
10158,purchase,15280
10159,sale_full,1733
10160,sale_full,13703
10161,purchase,6114
10162,sale_full,3804
10163,sale_full,6982
10164,sale_full,8477
10165,sale_full,13496
10166,purchase,13796
10167,purchase,9503
10168,sale_full,8122
10169,sale_full,1994
10170,sale_full,10048
10171,sale_partial,8150
10172,purchase,3460
10173,purchase,2747
10174,purchase,13257
10175,purchase,3134
10176,sale_full,12883
10177,sale_full,10925
10178,sale_full,19431
10179,purchase,45017
10180,sale_partial,6141
10181,sale_partial,2409
10182,purchase,12712
10183,purchase,14167
10184,purchase,10073
10185,sale_full,2116
10186,purchase,7563
10187,sale_full,5991
10188,sale_partial,10542
10189,purchase,6153
10190,purchase,14615
10191,purchase,9008
10192,sale_partial,1954
10193,purchase,5700
10194,purchase,14230
10195,sale_partial,13375
10196,purchase,8281
10197,sale_partial,5331
10198,purchase,14012
10199,sale_partial,7845
10200,sale_full,10219
10201,purchase,5773
10202,sale_partial,6175
10203,purchase,3642
10204,purchase,8092
10205,sale_partial,10278
10206,purchase,207873
10207,purchase,230650
10208,purchase,361685
10209,purchase,832272
10210,sale_full,297607
10211,sale_full,418685
10212,sale_full,533137
10213,sale_full,177242
10214,sale_partial,13706
10215,sale_partial,12385
10216,sale_partial,6369
10217,purchase,3855
10218,purchase,3857
10219,purchase,7020
10220,sale_full,4552
10221,sale_partial,6508
10222,sale_full,5915
10223,sale_partial,14518
10224,sale_partial,5202
10225,purchase,12428
10226,purchase,7492
10227,purchase,2027
10228,sale_full,7108
10229,purchase,5608
10230,sale_partial,7779
10232,sale_partial,10756
10233,sale_partial,8240
10234,sale_partial,4947
10235,sale_partial,11844
10236,purchase,1826
10237,sale_partial,13208
10238,purchase,9940
10239,sale_full,1863
10240,sale_partial,3422
10241,purchase,9846
10242,sale_full,10994
10243,sale_full,244350
10244,sale_full,13463
10245,exchange,12534
10246,sale_full,11771
10247,sale_full,9889
10248,sale_full,9485
10249,sale_full,9714
10250,sale_full,6195
10251,sale_full,3089
10252,sale_full,1745
10253,sale_full,17724
10254,sale_full,13340
10255,sale_full,6228
10256,sale_full,8955
10257,sale_full,4789
10258,sale_full,14795
10259,sale_full,21494
10260,sale_partial,577497
10261,sale_partial,401574
10262,sale_full,3254
10272,purchase,3136
10273,sale_full,9998
10274,sale_full,3174
10456,purchase,70253
10457,purchase,65498
10458,purchase,39768
10459,purchase,27014
10460,purchase,1546
10464,purchase,4691
10470,sale_full,12545
10505,sale_full,26075
10506,sale_full,17726
10507,purchase,21857
10508,sale_full,32693
10509,purchase,23355
10510,purchase,59229
10511,sale_full,4002
10512,sale_full,10450
10513,sale_full,9637
10514,sale_full,7479
10515,sale_full,3521
10516,purchase,2082
10517,sale_full,29520
10518,sale_full,39530
10519,sale_full,33754
10520,sale_full,11053
10521,purchase,1458
10522,purchase,2130
10523,sale_full,10244
10524,sale_full,1364
10525,purchase,3688
10526,purchase,43868
10527,sale_full,3300
10528,sale_full,7683
10529,purchase,7219
10530,purchase,38392
10531,purchase,2659
10532,purchase,10982
10533,purchase,4418
10534,purchase,3746
10535,purchase,13837
10536,purchase,4472
10537,purchase,23928
10538,purchase,13244
10539,purchase,2251
10540,purchase,44091
10541,purchase,23830
10542,purchase,11125
10543,purchase,36927
10544,purchase,13535
10545,purchase,20597
10546,purchase,24925
10547,purchase,4846
10548,purchase,5045
10549,purchase,14174
10550,purchase,3488
10551,purchase,13269
10552,purchase,14381
10553,purchase,12065
10554,purchase,47716
10555,purchase,6096
10556,purchase,11983
10557,purchase,12633
10558,purchase,12904
10559,purchase,25671
10560,purchase,17361
10561,purchase,14479
10562,purchase,13616
10563,purchase,3635
10564,purchase,1686
10565,purchase,12274
10566,purchase,7184
10567,purchase,63311
10568,purchase,12461
10569,purchase,14840
10570,purchase,2120
10571,purchase,2332
10572,purchase,8012
10573,purchase,10776
10574,purchase,35511
10575,purchase,1262
10576,purchase,5483
10577,purchase,2511
10578,purchase,9466
10579,purchase,11730
10580,purchase,9645
10581,purchase,11572
10582,purchase,4883
10583,purchase,49342
10584,purchase,2211
10585,purchase,10218
10586,purchase,1325
10587,purchase,5218
